,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
299,28,unemployed,single,university.degree,0,1,0,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
300,33,technician,married,professional.course,0,0,0,1,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
301,56,entrepreneur,married,university.degree,0,1,1,1,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
302,57,retired,married,basic.9y,0,0,0,0,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,1
304,39,self-employed,married,university.degree,0,0,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
307,25,admin.,single,university.degree,0,0,0,1,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
309,48,admin.,married,university.degree,0,1,0,0,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
310,32,admin.,single,university.degree,0,1,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
311,48,admin.,married,university.degree,0,1,1,0,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
313,41,admin.,divorced,high.school,0,0,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
315,29,admin.,single,university.degree,0,1,0,0,mar,mon,1,999,0,nonexistent,-1.8,93.369,-34.8,0.639,5008.7,1
316,28,blue-collar,single,high.school,0,1,0,1,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
317,30,admin.,married,university.degree,0,0,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
318,54,admin.,married,university.degree,0,1,0,1,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
320,38,blue-collar,married,basic.9y,0,0,0,0,may,wed,1,11,1,success,-1.8,92.893,-46.2,1.281,5099.1,0
321,46,housemaid,divorced,basic.6y,0,1,0,1,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
322,38,admin.,divorced,university.degree,0,0,0,1,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
323,38,services,married,high.school,0,0,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
324,33,blue-collar,married,high.school,0,1,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
325,25,admin.,married,university.degree,0,0,0,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
328,57,services,married,high.school,0,1,0,0,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
329,36,admin.,single,university.degree,0,0,0,0,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
330,54,admin.,married,university.degree,0,0,0,0,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
331,25,self-employed,single,university.degree,0,0,0,1,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
332,41,entrepreneur,married,university.degree,0,0,0,1,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
333,54,management,married,university.degree,0,1,0,0,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
336,40,admin.,married,high.school,0,0,0,1,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
338,81,retired,married,basic.4y,0,0,0,0,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,1
339,43,technician,divorced,professional.course,0,1,0,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,0
340,34,admin.,married,high.school,0,1,0,0,jun,wed,1,6,2,success,-1.7,94.055,-39.8,0.704,4991.6,1
341,42,technician,married,high.school,0,1,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
342,30,services,married,basic.6y,0,0,0,0,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
345,42,blue-collar,married,basic.9y,0,0,0,0,may,tue,5,10,1,success,-1.8,92.893,-46.2,1.344,5099.1,0
351,52,technician,married,basic.9y,0,1,0,0,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
352,49,admin.,married,university.degree,0,1,0,1,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
353,49,technician,married,professional.course,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
355,32,entrepreneur,married,university.degree,0,0,0,0,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
356,27,services,married,high.school,0,0,0,0,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
357,44,admin.,divorced,high.school,0,1,0,0,may,tue,8,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,0
358,33,admin.,single,university.degree,0,0,0,0,may,wed,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
359,30,services,married,basic.9y,0,0,0,0,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
360,32,admin.,single,university.degree,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
362,49,unemployed,married,high.school,0,1,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
364,48,technician,married,professional.course,0,1,0,0,aug,fri,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,1
365,42,blue-collar,married,basic.4y,0,0,0,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
366,28,admin.,married,high.school,0,1,0,0,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
368,23,management,single,university.degree,0,1,0,0,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
369,36,blue-collar,married,basic.6y,0,1,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
372,49,unemployed,married,basic.4y,0,1,0,0,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
373,36,blue-collar,married,basic.9y,0,1,0,0,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
374,47,management,divorced,basic.4y,0,0,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
378,35,admin.,married,university.degree,0,0,0,0,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
379,37,admin.,divorced,high.school,0,0,0,1,may,thu,10,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
381,30,unemployed,married,high.school,0,0,0,0,may,mon,1,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,1
382,33,admin.,single,high.school,0,1,0,0,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
385,43,unemployed,married,basic.4y,0,0,0,0,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
387,29,technician,single,university.degree,0,0,0,0,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
388,35,admin.,divorced,high.school,0,1,1,1,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
389,47,admin.,married,high.school,0,0,0,0,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
390,37,management,married,university.degree,0,1,0,0,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
392,37,self-employed,married,basic.9y,0,1,1,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
394,50,admin.,married,basic.9y,0,0,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
395,30,admin.,single,university.degree,0,0,0,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
396,33,blue-collar,married,basic.9y,0,1,0,0,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
397,37,admin.,single,high.school,0,0,1,0,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
398,45,self-employed,divorced,university.degree,0,0,1,0,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
399,30,admin.,single,university.degree,0,0,0,0,nov,fri,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
400,51,management,divorced,university.degree,0,0,0,0,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
401,49,self-employed,single,basic.9y,0,0,0,1,may,mon,10,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
402,31,technician,single,university.degree,0,1,0,0,aug,thu,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,0
403,40,admin.,single,university.degree,0,1,0,0,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
404,41,technician,married,professional.course,0,0,1,0,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
405,58,retired,married,basic.4y,0,1,0,0,apr,thu,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,0
407,39,technician,divorced,professional.course,0,1,0,1,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
408,48,technician,married,basic.6y,0,0,1,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
412,51,blue-collar,married,basic.4y,0,0,0,0,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
414,35,blue-collar,married,basic.6y,0,1,0,0,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
415,44,admin.,married,high.school,0,0,0,0,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
416,43,blue-collar,married,basic.4y,0,0,1,0,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,0
417,30,technician,single,university.degree,0,0,0,0,aug,thu,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
418,41,technician,divorced,basic.4y,0,1,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
419,27,management,single,university.degree,0,1,0,1,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
420,45,blue-collar,married,high.school,0,1,1,0,nov,mon,2,5,3,success,-1.1,94.767,-50.8,1.05,4963.6,1
421,26,admin.,single,high.school,0,1,0,1,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,0
423,24,student,single,high.school,0,0,0,0,jul,wed,1,999,1,failure,-2.9,92.469,-33.6,1.029,5076.2,0
424,46,management,married,university.degree,0,1,0,0,nov,thu,6,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
425,61,blue-collar,married,basic.6y,0,1,1,0,may,fri,1,3,2,success,-1.8,93.876,-40,0.695,5008.7,1
426,50,admin.,divorced,basic.9y,0,0,0,1,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
428,55,admin.,married,basic.4y,0,1,0,0,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
429,54,blue-collar,married,basic.4y,0,1,0,0,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
430,40,blue-collar,divorced,basic.9y,0,1,0,0,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
432,58,entrepreneur,married,university.degree,0,0,0,1,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
433,36,admin.,single,university.degree,0,1,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
434,30,admin.,single,university.degree,0,1,0,0,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
435,45,admin.,single,university.degree,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,0
436,40,management,married,university.degree,0,1,0,0,nov,fri,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,0
437,42,self-employed,married,university.degree,0,0,0,0,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
440,49,management,married,university.degree,0,0,0,0,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
441,55,unemployed,married,basic.4y,0,1,0,1,sep,tue,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,0
442,49,admin.,married,high.school,0,1,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
443,48,blue-collar,married,basic.4y,0,0,1,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
444,49,admin.,married,high.school,0,0,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
446,35,services,married,high.school,0,0,0,0,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
447,32,admin.,single,professional.course,0,1,0,1,may,mon,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,0
448,67,housemaid,divorced,professional.course,0,1,0,0,nov,mon,2,5,5,success,-1.1,94.767,-50.8,1.039,4963.6,1
449,41,technician,married,university.degree,0,1,1,0,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
450,73,retired,married,university.degree,0,1,0,0,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50,1.531,5099.1,1
451,32,management,single,basic.4y,0,0,0,1,may,mon,7,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
452,33,management,married,university.degree,0,1,0,0,aug,wed,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
453,36,technician,married,professional.course,0,1,0,1,may,wed,4,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,0
454,40,technician,married,professional.course,0,1,0,0,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,0
455,25,blue-collar,single,basic.9y,0,1,1,0,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
457,45,management,married,university.degree,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
458,33,technician,married,university.degree,0,0,0,1,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
459,31,admin.,married,university.degree,0,1,0,0,aug,thu,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
461,42,services,married,university.degree,0,1,0,0,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
462,40,management,married,university.degree,0,0,1,0,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
463,30,technician,married,university.degree,0,0,0,0,jun,fri,1,7,1,success,-1.7,94.055,-39.8,0.748,4991.6,0
466,41,management,divorced,basic.6y,0,0,0,0,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
469,44,self-employed,single,professional.course,0,1,0,0,may,mon,5,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,1
470,25,services,married,high.school,0,1,0,0,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
471,30,blue-collar,married,basic.9y,0,0,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,1
472,25,admin.,married,university.degree,0,1,0,1,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
473,31,technician,divorced,university.degree,0,1,0,0,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
475,29,technician,single,university.degree,0,0,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
476,47,admin.,married,university.degree,0,0,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
478,25,admin.,married,high.school,0,0,1,1,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
479,29,technician,married,professional.course,0,0,0,1,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,1
482,45,blue-collar,single,basic.9y,0,0,0,1,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,0
483,31,technician,single,university.degree,0,0,0,1,oct,thu,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,1
486,44,entrepreneur,married,basic.4y,0,1,0,0,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,1
487,24,blue-collar,single,basic.9y,0,1,0,0,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
488,40,admin.,married,university.degree,0,1,0,0,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,0
489,39,services,married,basic.4y,0,0,0,1,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
491,44,management,divorced,university.degree,0,1,0,0,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,0
493,51,blue-collar,married,high.school,0,1,0,0,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,1
494,38,management,married,university.degree,0,1,0,0,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,1
495,34,technician,married,professional.course,0,0,0,0,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,0
496,23,blue-collar,single,high.school,0,0,0,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
497,30,admin.,single,university.degree,0,0,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
498,26,blue-collar,married,basic.6y,0,0,0,1,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
500,34,admin.,married,basic.6y,0,1,1,0,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,0
502,32,management,divorced,university.degree,0,0,0,0,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
503,27,self-employed,single,university.degree,0,1,1,1,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
505,29,blue-collar,married,professional.course,0,0,0,1,may,wed,8,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
506,42,technician,single,university.degree,0,1,1,0,aug,wed,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
508,30,technician,single,university.degree,0,0,1,0,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
509,38,management,married,university.degree,0,1,0,0,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,0
510,49,blue-collar,married,basic.6y,0,0,0,0,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
511,30,admin.,single,university.degree,0,1,0,0,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,0
512,41,blue-collar,married,high.school,0,1,0,0,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,0
514,58,blue-collar,single,basic.9y,0,1,0,0,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
515,52,blue-collar,divorced,basic.4y,0,1,0,0,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
516,32,admin.,married,professional.course,0,1,0,0,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
517,51,management,married,university.degree,0,1,0,0,may,mon,2,999,4,failure,-1.8,93.876,-40,0.697,5008.7,0
518,31,self-employed,married,university.degree,0,1,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
519,34,technician,married,professional.course,0,1,0,0,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
521,36,admin.,married,university.degree,0,1,0,0,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,0
522,30,services,divorced,basic.9y,0,0,0,1,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
523,51,admin.,single,university.degree,0,1,1,0,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,0
524,26,blue-collar,married,basic.9y,0,1,0,0,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
525,39,admin.,married,university.degree,0,1,0,0,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
527,41,blue-collar,married,basic.9y,0,0,0,1,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,0
531,34,technician,married,professional.course,0,1,0,0,jul,wed,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
532,64,unemployed,divorced,basic.9y,0,1,0,0,oct,wed,2,999,0,nonexistent,-1.1,94.601,-49.5,0.959,4963.6,0
533,35,blue-collar,married,professional.course,0,1,1,1,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,0
534,40,blue-collar,married,basic.9y,0,1,0,0,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,0
536,33,admin.,married,university.degree,0,1,0,0,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,1
537,74,retired,married,university.degree,0,0,0,1,oct,mon,1,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,0
538,40,management,married,high.school,0,1,0,0,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
539,46,services,married,high.school,0,0,0,0,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
540,41,entrepreneur,divorced,professional.course,0,1,0,0,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
542,44,admin.,married,university.degree,0,1,0,0,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,0
545,29,technician,single,professional.course,0,1,0,0,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
546,51,blue-collar,divorced,basic.4y,0,1,0,0,may,tue,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,0
547,52,blue-collar,married,basic.4y,0,0,0,1,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,0
548,27,admin.,single,high.school,0,0,0,1,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
549,44,self-employed,married,basic.9y,0,1,0,1,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,0
550,34,unemployed,married,basic.9y,0,0,0,0,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
551,23,student,single,high.school,0,1,0,0,oct,mon,2,999,1,failure,-1.1,94.601,-49.5,1.032,4963.6,1
552,30,technician,single,professional.course,0,0,0,0,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
553,26,student,single,high.school,0,1,0,0,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,0
554,35,technician,married,university.degree,0,1,0,0,may,mon,3,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,0
555,24,technician,single,university.degree,0,0,0,0,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,0
557,36,admin.,married,high.school,0,0,0,1,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,0
558,24,technician,single,university.degree,0,0,0,0,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,0
559,31,management,married,university.degree,0,1,0,0,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,0
560,41,admin.,married,university.degree,0,1,0,0,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
561,39,unemployed,married,university.degree,0,1,0,1,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,0
564,33,technician,married,professional.course,0,0,0,0,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,1
565,34,blue-collar,married,professional.course,0,1,0,0,nov,tue,3,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,0
567,51,blue-collar,married,high.school,0,0,0,0,nov,fri,4,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
568,34,blue-collar,single,basic.6y,0,1,1,0,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,0
569,33,admin.,single,university.degree,0,1,1,0,aug,tue,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,0
570,37,management,married,university.degree,0,1,0,0,jul,fri,1,6,1,success,-1.7,94.215,-40.3,0.896,4991.6,1
571,33,blue-collar,married,basic.9y,0,0,1,1,jul,mon,1,999,0,nonexistent,-1.7,94.215,-40.3,0.827,4991.6,0
572,36,housemaid,married,basic.4y,0,0,0,0,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
573,43,services,married,high.school,0,0,0,0,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,0
574,47,blue-collar,married,basic.6y,0,1,1,0,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,0
575,32,admin.,married,university.degree,0,1,1,0,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
576,42,admin.,single,university.degree,0,0,0,0,aug,mon,3,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,0
577,36,admin.,married,university.degree,0,1,0,0,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,0
579,31,blue-collar,single,basic.9y,0,0,0,1,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,0
580,41,admin.,divorced,basic.6y,0,0,0,1,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,0
581,31,technician,married,basic.9y,0,0,1,0,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,1
582,36,technician,single,professional.course,0,0,0,0,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,1
583,46,services,married,basic.9y,0,0,1,0,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,0
584,35,admin.,divorced,high.school,0,0,0,0,nov,mon,3,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,0
