,age,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,default
404,41,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
405,58,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,no,no
407,39,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
408,48,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
410,54,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
412,51,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,no
414,35,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
415,44,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
416,43,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
417,30,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
418,41,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
419,27,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
420,45,2,5,3,success,-1.1,94.76700000000001,-50.8,1.05,4963.6,yes,no
421,26,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,no
422,36,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
423,24,1,999,1,failure,-2.9,92.469,-33.6,1.0290000000000001,5076.2,no,no
424,46,6,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
425,61,1,3,2,success,-1.8,93.876,-40.0,0.695,5008.7,yes,no
426,50,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
428,55,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,no
429,54,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
430,40,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
432,58,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
433,36,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
434,30,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
435,45,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,no
436,40,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,no,no
437,42,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
438,43,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
440,49,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
441,55,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no,no
442,49,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,no
443,48,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,no
444,49,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,no
446,35,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,no
447,32,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
448,67,2,5,5,success,-1.1,94.76700000000001,-50.8,1.0390000000000001,4963.6,yes,no
449,41,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,no
450,73,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.531,5099.1,yes,no
451,32,7,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
452,33,3,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
453,36,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.27,5099.1,no,no
454,40,1,999,1,failure,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
455,25,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
456,60,2,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,no,no
457,45,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,no
458,33,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
459,31,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
461,42,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,no
462,40,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,no
463,30,1,7,1,success,-1.7,94.055,-39.8,0.748,4991.6,no,no
465,36,14,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
466,41,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
467,60,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
468,32,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
469,44,5,999,1,failure,-1.8,92.89299999999999,-46.2,1.354,5099.1,yes,no
470,25,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
471,30,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,yes,no
472,25,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,no
473,31,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
474,44,3,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,no
475,29,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
476,47,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
477,18,1,3,1,success,-3.4,92.37899999999999,-29.8,0.809,5017.5,yes,no
478,25,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
479,29,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes,no
482,45,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,no
483,31,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.794,5195.8,yes,no
486,44,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,yes,no
487,24,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
488,40,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,no
489,39,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
491,44,1,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,no,no
493,51,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,yes,no
494,38,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,yes,no
495,34,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,no
496,23,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
497,30,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
498,26,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
499,24,1,999,2,failure,-2.9,92.963,-40.8,1.262,5076.2,no,no
500,34,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,no
502,32,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,no
503,27,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,no
505,29,8,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
506,42,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
508,30,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
509,38,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
510,49,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
511,30,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
512,41,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,no
514,58,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
515,52,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no,no
516,32,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
517,51,2,999,4,failure,-1.8,93.876,-40.0,0.6970000000000001,5008.7,no,no
518,31,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
519,34,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
520,60,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,no
521,36,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,no
522,30,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
523,51,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,no,no
524,26,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
525,39,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,no
527,41,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
529,60,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
531,34,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
532,64,2,999,0,nonexistent,-1.1,94.601,-49.5,0.9590000000000001,4963.6,no,no
533,35,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
534,40,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
536,33,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,yes,no
537,74,1,999,0,nonexistent,-1.1,94.601,-49.5,0.977,4963.6,no,no
538,40,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
539,46,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
540,41,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
542,44,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,no
543,47,10,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
545,29,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,no
546,51,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
547,52,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
548,27,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,no
549,44,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,no
550,34,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
551,23,2,999,1,failure,-1.1,94.601,-49.5,1.032,4963.6,yes,no
552,30,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
553,26,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,no
554,35,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
555,24,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
557,36,3,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
558,24,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,no,no
559,31,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
560,41,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
561,39,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
564,33,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,yes,no
565,34,3,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
567,51,4,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,no
568,34,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
569,33,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
570,37,1,6,1,success,-1.7,94.215,-40.3,0.8959999999999999,4991.6,yes,no
571,33,1,999,0,nonexistent,-1.7,94.215,-40.3,0.8270000000000001,4991.6,no,no
572,36,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
573,43,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
574,47,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
575,32,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
576,42,3,999,0,nonexistent,-1.7,94.027,-38.3,0.898,4991.6,no,no
577,36,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,no
578,42,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
579,31,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,no,no
580,41,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
581,31,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,yes,no
582,36,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes,no
583,46,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
584,35,3,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
585,30,6,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
586,35,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
588,35,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,no,no
589,77,1,3,6,success,-1.7,94.027,-38.3,0.905,4991.6,yes,no
590,39,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
591,37,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
592,31,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
593,49,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,no
595,33,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no,no
596,35,6,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,no
597,39,6,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,no
598,34,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
599,32,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,no
601,53,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
602,30,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
604,44,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1,no,no
605,50,14,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,no
606,56,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
607,58,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no,no
609,40,1,7,2,failure,-3.4,92.649,-30.1,0.7140000000000001,5017.5,yes,no
610,31,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
611,41,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,no
612,31,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
613,39,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,no
614,37,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
616,50,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
618,31,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
619,35,2,6,1,success,-1.8,93.749,-34.6,0.644,5008.7,yes,no
620,52,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
621,33,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
622,32,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
623,35,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,no
624,54,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.8490000000000001,5076.2,yes,no
626,52,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
627,32,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,no,no
628,36,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
629,27,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
630,39,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,no
631,34,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,no
632,35,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
633,32,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
634,42,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.879,5076.2,no,no
635,42,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,yes,no
636,37,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
637,34,3,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,no
638,27,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,no,no
640,35,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
641,22,7,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
642,45,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
643,29,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
644,59,3,999,1,failure,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,no,no
646,32,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
648,43,2,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,no,no
649,47,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,no,no
650,41,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,no,no
652,46,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
653,32,9,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
656,29,3,999,1,failure,-1.8,93.749,-34.6,0.645,5008.7,no,no
657,33,6,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,no,no
658,31,3,6,2,success,-1.7,94.215,-40.3,0.885,4991.6,yes,no
659,27,2,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
660,25,1,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.041,4963.6,yes,no
661,34,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,yes,no
662,35,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
664,34,3,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,yes,no
665,33,3,999,1,failure,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
666,54,4,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
667,30,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no,no
668,40,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,no
669,37,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,no,no
670,34,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,no
672,59,18,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,no
673,25,1,1,1,success,-3.4,92.37899999999999,-29.8,0.809,5017.5,no,no
674,58,2,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.041,4963.6,yes,no
675,42,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
676,33,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,no
678,39,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
679,30,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,no
681,33,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
682,41,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
683,36,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,no
684,44,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
685,57,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,no
688,41,17,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
689,41,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes,no
690,33,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,no
691,32,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
692,45,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,no
693,29,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no,no
694,35,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no,no
695,35,2,18,2,failure,-1.1,94.199,-37.5,0.8859999999999999,4963.6,no,no
697,45,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
698,34,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,no
699,41,2,999,0,nonexistent,-1.1,94.76700000000001,-50.8,1.0390000000000001,4963.6,yes,no
700,50,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
701,28,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
702,33,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
704,43,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,no
705,42,1,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,yes,no
707,29,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
708,31,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
709,31,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
710,28,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,no,no
711,43,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
712,44,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
713,43,22,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
714,41,1,999,0,nonexistent,-1.1,94.601,-49.5,0.9420000000000001,4963.6,no,no
715,31,1,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.883,5076.2,no,no
716,59,9,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
718,24,1,999,1,failure,-1.7,94.055,-39.8,0.737,4991.6,no,no
719,31,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,no
720,38,4,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
721,37,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,no
722,33,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,no,no
723,27,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.96,5228.1,no,no
724,34,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
726,30,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
727,31,8,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,no
728,56,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
729,52,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
730,30,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.966,5228.1,no,no
731,34,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,no,no
732,31,1,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,yes,no
733,33,1,12,1,success,-1.1,94.76700000000001,-50.8,1.0490000000000002,4963.6,yes,no
734,33,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no,no
735,30,13,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,no
736,28,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,no
737,24,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
738,41,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,no,no
739,26,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
740,40,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,no
741,45,4,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.797,5017.5,yes,no
743,41,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,no
745,25,3,999,2,failure,-1.8,93.876,-40.0,0.6990000000000001,5008.7,no,no
747,33,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,no,no
748,34,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,no,no
749,36,1,999,1,failure,-2.9,92.469,-33.6,1.0290000000000001,5076.2,no,no
750,75,1,999,2,failure,-1.7,94.215,-40.3,0.81,4991.6,yes,no
751,38,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,no
752,28,1,999,1,failure,-2.9,92.20100000000001,-31.4,0.883,5076.2,no,no
754,58,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,no
755,30,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
757,30,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.959,5228.1,no,no
758,43,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
759,33,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,no,no
760,36,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,no
761,54,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,no,no
762,29,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.957,5228.1,no,no
763,28,6,999,1,failure,-3.0,92.713,-33.0,0.71,5023.5,no,no
764,59,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,no,no
766,32,13,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
767,55,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
768,29,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,no
769,31,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,no,no
770,34,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,no,no
771,25,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no,no
772,35,1,4,3,success,-3.0,92.713,-33.0,0.7070000000000001,5023.5,no,no
773,49,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,no
775,36,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,no,no
776,29,2,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,no,no
777,30,2,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,no,no
778,24,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,no,no
